Site,Year,Month,Analyte,Monthly.Mean,Monthly.Max,Monthly.Min
HLT,2015,Mar,Temp,16.437915966386555,19.4,13.4
HLT,2015,Mar,Turb,5.01102891728312,12,1.9
HLT,2015,Apr,Chl.a,22.611943573667713,73.85,2.02
HLT,2015,Apr,SpCond,418.628125,533,347
HLT,2015,Apr,Temp,17.929305555555555,20.5,16.2
HLT,2015,Apr,Turb,7.618368055555556,26.6,1.4
HLT,2015,May,Chl.a,3.9188407258064517,15.94,1.81
HLT,2015,May,SpCond,586.6391129032259,659,500
HLT,2015,May,Temp,20.457190860215054,21.9,19.3
HLT,2015,May,Turb,4.40836974789916,47.1,1.8
HLT,2015,Jun,Chl.a,3.086524157108099,31.4,1.65
HLT,2015,Jun,SpCond,608.6229166666667,643,555
HLT,2015,Jun,Temp,23.45652777777778,25.6,20.5
HLT,2015,Jun,Turb,6.137330552659019,65,1.3
HLT,2015,Jul,Chl.a,2.7216644250168125,5.52,1.68
HLT,2015,Jul,SpCond,594.40625,623,550
HLT,2015,Jul,Temp,24.52130376344086,25.8,22.7
HLT,2015,Jul,Turb,4.349042016806723,27.1,1.4
HLT,2015,Aug,Chl.a,4.4587719891745605,59.91,1.5
HLT,2015,Aug,SpCond,579.2325268817204,609,509
HLT,2015,Aug,Temp,24.120833333333334,25.7,23.1
HLT,2015,Aug,Turb,4.937063172043011,38.1,2.2
HLT,2015,Sep,Chl.a,4.205336374002281,36.53,1.93
HLT,2015,Sep,SpCond,535.3288194444444,576,493
HLT,2015,Sep,Temp,23.07059027777778,24.5,21.5
HLT,2015,Sep,Turb,4.4963863794301595,26.4,2
HLT,2015,Oct,Chl.a,2.882207446808511,47.54,1.07
HLT,2015,Oct,SpCond,566.9620295698925,628,518
HLT,2015,Oct,Temp,20.923756720430106,22.1,18.8
HLT,2015,Oct,Turb,3.3597240915208615,45.1,0.1
HLT,2015,Nov,Chl.a,9.74577855887522,70.39,2.29
HLT,2015,Nov,SpCond,577.9975694444445,632,493
HLT,2015,Nov,Temp,14.496006944444444,19.1,10.7
HLT,2015,Nov,Turb,3.103092425295344,27.4,0.8
HLT,2015,Dec,Chl.a,12.708941780821918,50.41,2.73
HLT,2015,Dec,SpCond,614.028561827957,686,477
HLT,2015,Dec,Temp,9.909744623655914,11.1,8.2
HLT,2015,Dec,Turb,5.079032258064516,17.3,2
HLT,2016,Jan,Chl.a,4.553775638342403,40.06,0
HLT,2016,Jan,SpCond,456.07094081942336,538,382
HLT,2016,Jan,Temp,9.396699544764795,11.6,7.9
HLT,2016,Jan,Turb,8.385432473444613,29.7,4.2
HLT,2016,Feb,Chl.a,5.788100902378999,112.7,4.15
HLT,2016,Feb,SpCond,300.54448979591837,414,256
HLT,2016,Feb,Temp,12.851061224489795,15.2,10.4
HLT,2016,Feb,Turb,11.004448979591837,22.1,5
HLT,2016,Mar,Chl.a,5.492694505494505,30.35,3.7
HLT,2016,Mar,SpCond,262.0413306451613,319,208
HLT,2016,Mar,Temp,15.175403225806452,17.5,13.5
HLT,2016,Mar,Turb,7.448945518453427,35.7,3.5
HLT,2016,Apr,Chl.a,5.067353043478261,38.24,3.73
HLT,2016,Apr,SpCond,290.81319444444443,446,205
HLT,2016,Apr,Temp,18.290868055555556,19.9,16.1
HLT,2016,Apr,Turb,5.568819444444444,14.9,2.9
HLT,2016,May,Chl.a,23.81610632183908,241.87,0
HLT,2016,May,SpCond,316.42002688172045,414,240
HLT,2016,May,Temp,20.111323924731185,23.1,18.3
HLT,2016,May,Turb,13.511521214211797,174.8,3.2
HLT,2016,Jun,Chl.a,3.571541602858601,29.91,2.27
HLT,2016,Jun,SpCond,210.51284722222223,277,178
HLT,2016,Jun,Temp,23.096006944444444,25.2,21.4
HLT,2016,Jun,Turb,4.561105244632172,76.1,0.1
HLT,2016,Jul,Chl.a,18.95241443452381,269.43,1.9
HLT,2016,Jul,SpCond,184.38978494623655,206,164
HLT,2016,Jul,Temp,24.196606182795698,25.9,23.2
HLT,2016,Jul,Turb,19.15506101938263,263.3,2.5
HLT,2016,Aug,Chl.a,6.217457865168539,270.25,1.62
HLT,2016,Aug,SpCond,208.38575268817203,274,174
HLT,2016,Aug,Temp,23.16703629032258,24.9,21.1
HLT,2016,Aug,Turb,4.933592429874958,86.4,1.7
HLT,2016,Sep,Chl.a,3.460438413361169,28.01,1.37
HLT,2016,Sep,SpCond,338.98333333333335,380,266
HLT,2016,Sep,Temp,21.572777777777777,23.1,20.4
HLT,2016,Sep,Turb,3.9226893676164,20.4,2
HLT,2016,Oct,Chl.a,3.7942939383677614,63.08,1.29
HLT,2016,Oct,SpCond,359.45497311827955,398,306
HLT,2016,Oct,Temp,18.464045698924732,20.9,17.4
HLT,2016,Oct,Turb,3.2377187079407808,52.6,1.5
HLT,2016,Nov,Chl.a,4.011255230125523,55.91,1.94
HLT,2016,Nov,SpCond,358.14131944444443,461,275
HLT,2016,Nov,Temp,15.956527777777778,17.7,12.4
HLT,2016,Nov,Turb,3.0868357068426535,28.6,1.6
HLT,2016,Dec,Chl.a,3.89105795148248,48.22,2.99
HLT,2016,Dec,SpCond,371.5741176470588,574,172
HLT,2016,Dec,Temp,10.157613445378152,12.4,8.3
HLT,2016,Dec,Turb,8.419697478991596,37.3,2.8
HLT,2017,Jan,Chl.a,4.789106182795699,26.34,3.24
HLT,2017,Jan,SpCond,225.76209677419354,342,169
HLT,2017,Jan,Temp,9.516733870967743,11,8.1
HLT,2017,Jan,Turb,21.412903225806453,43,9.8
HLT,2017,Feb,Chl.a,4.834899553571429,9.77,2.95
HLT,2017,Feb,SpCond,227.9140625,268,198
HLT,2017,Feb,Temp,11.917150297619047,13.1,9.7
HLT,2017,Feb,Turb,16.548846726190476,30.7,8.9
HLT,2017,Mar,Chl.a,3.137258064516129,30,1.69
HLT,2017,Mar,SpCond,197.80073924731184,252,167
HLT,2017,Mar,Temp,14.497983870967742,16.7,11.8
HLT,2017,Mar,Turb,8.416235294117648,19.4,5
HLT,2017,Apr,Chl.a,3.685216473072862,59.27,0
HLT,2017,Apr,SpCond,166.96805555555557,207,134
HLT,2017,Apr,Temp,16.00861111111111,17.7,14.6
HLT,2017,Apr,Turb,5.225763888888889,15.6,2.8
HLT,2017,May,Chl.a,2.8721102150537634,30.73,1.77
HLT,2017,May,SpCond,139.64180107526883,165,120
HLT,2017,May,Temp,19.631182795698926,21.5,17.1
HLT,2017,May,Turb,6.533187626092804,52.9,4.7
HLT,2017,Jun,Chl.a,1.857780104712042,22.91,0.65
HLT,2017,Jun,SpCond,134.38333333333333,168,106
HLT,2017,Jun,Temp,22.018819444444443,25.1,19
HLT,2017,Jun,Turb,7.353611111111111,53,4.5
HLT,2017,Jul,Chl.a,5.719016282225238,53.06,1.07
HLT,2017,Jul,SpCond,123.01310483870968,148,96
HLT,2017,Jul,Temp,24.50168010752688,26.2,22.8
HLT,2017,Jul,Turb,14.139845326160053,74.9,5.6
HLT,2017,Aug,Chl.a,3.625878583473862,82.42,2.1
HLT,2017,Aug,SpCond,152.3344537815126,173,129
HLT,2017,Aug,Temp,24.170252100840337,25.5,22.5
HLT,2017,Aug,Turb,6.148470588235294,62.9,2.4
HLT,2017,Sep,Chl.a,2.7932847222222223,21.05,1.61
HLT,2017,Sep,SpCond,164.728125,184,147
HLT,2017,Sep,Temp,22.76451388888889,25.4,20
HLT,2017,Sep,Turb,3.5701388888888888,22.9,1.4
HLT,2017,Oct,Chl.a,2.8867210884353742,26.85,1.64
HLT,2017,Oct,SpCond,180.45668934240362,239,138
HLT,2017,Oct,Temp,18.081133786848074,20.2,16.6
HLT,2017,Oct,Turb,2.8909545454545453,58.7,1.6
HLT,2017,Nov,Chl.a,2.772972222222222,20.31,1.6
HLT,2017,Nov,SpCond,208.58125,267,183
HLT,2017,Nov,Temp,15.2390625,17.5,13.6
HLT,2017,Nov,Turb,2.944166666666667,17.9,1.7
HLT,2017,Dec,Chl.a,3.517556623198353,24.05,2.28
HLT,2017,Dec,SpCond,311.1606182795699,404,203
HLT,2017,Dec,Temp,10.621538978494623,13.7,9.1
HLT,2017,Dec,Turb,4.0668346774193544,13.1,2.5
HLT,2018,Jan,Chl.a,4.188319732937686,46.2,2.8
HLT,2018,Jan,SpCond,379.2090437361008,456,292
HLT,2018,Jan,Temp,10.420824053452115,11.3,9.1
HLT,2018,Jan,Turb,3.552725250278087,8.7,2.4
HLT,2018,Feb,Chl.a,5.771475959746552,82.36,3.64
HLT,2018,Feb,SpCond,335.0208333333333,436,280
HLT,2018,Feb,Temp,11.750744047619047,13.2,10.2
HLT,2018,Feb,Turb,3.5831347728965004,22.4,2
HLT,2018,Mar,Chl.a,5.038588750421018,73.39,3.19
HLT,2018,Mar,SpCond,355.62970430107526,453,257
HLT,2018,Mar,Temp,12.783602150537634,16,10.3
HLT,2018,Mar,Turb,4.718989898989899,104.9,1.9
HLT,2018,Apr,Chl.a,4.1154829742876995,10.11,2.74
HLT,2018,Apr,SpCond,281.09375,359,230
HLT,2018,Apr,Temp,17.264166666666668,19.3,15.4
HLT,2018,Apr,Turb,7.5193110647181625,32,4
HLT,2018,May,Chl.a,3.698967280163599,13.73,1.47
HLT,2018,May,SpCond,280.221438172043,323,227
HLT,2018,May,Temp,20.15040322580645,22.5,18
HLT,2018,May,Turb,3.346029609690444,32.9,1.4
HLT,2018,Jun,Chl.a,2.845687977762335,32.97,1.49
HLT,2018,Jun,SpCond,214.88090277777778,289,181
HLT,2018,Jun,Temp,23.11517361111111,25,20.9
HLT,2018,Jun,Turb,3.1776658562000692,27.1,1.8
HLT,2018,Jul,Chl.a,3.0693468013468013,47.29,1.5
HLT,2018,Jul,SpCond,180.33960362781323,222,165
HLT,2018,Jul,Temp,24.29022505878401,25.5,23.2
HLT,2018,Jul,Turb,3.509522046449007,50.3,2
HLT,2018,Aug,Chl.a,6.10182614555256,43.21,1.76
HLT,2018,Aug,SpCond,233.408938172043,319,173
HLT,2018,Aug,Temp,23.319153225806453,25.2,21.4
HLT,2018,Aug,Turb,5.185310924369748,37.4,2.6
HLT,2018,Sep,Chl.a,5.706475694444444,39.16,1.58
HLT,2018,Sep,SpCond,331.7684027777778,363,298
HLT,2018,Sep,Temp,21.531909722222224,23.1,20.4
HLT,2018,Sep,Turb,3.4358457797846476,15.9,1.6
HLT,2018,Oct,Chl.a,2.820387205387205,42.15,1.51
HLT,2018,Oct,SpCond,313.929435483871,351,290
HLT,2018,Oct,Temp,18.82486559139785,21.4,16.9
HLT,2018,Oct,Turb,2.3608870967741935,55.8,1.3
HLT,2018,Nov,Chl.a,3.5685123392422664,90.28,2.31
HLT,2018,Nov,SpCond,349.8326388888889,402,302
HLT,2018,Nov,Temp,14.368854166666667,17.3,12.5
HLT,2018,Nov,Turb,2.2011892270024482,44.6,0.9
HLT,2018,Dec,Chl.a,3.9899461823074334,76.18,2.65
HLT,2018,Dec,SpCond,435.1008064516129,525,337
HLT,2018,Dec,Temp,11.319388440860216,12.8,9.3
HLT,2018,Dec,Turb,3.366633064516129,18.6,1.4
HLT,2019,Jan,Chl.a,4.649310692669805,33.95,2.97
HLT,2019,Jan,SpCond,437.2604166666667,576,262
HLT,2019,Jan,Temp,9.92469758064516,11.8,8.5
HLT,2019,Jan,Turb,6.520396505376344,26.3,2.8
HLT,2019,Feb,Chl.a,4.2527391142538145,9.05,2.85
HLT,2019,Feb,SpCond,303.54613095238096,416,233
HLT,2019,Feb,Temp,10.4640625,11.8,9.6
HLT,2019,Feb,Turb,9.433630952380952,23.3,3.9
HLT,2019,Mar,Chl.a,3.6398941126641255,7.17,2.09
HLT,2019,Mar,SpCond,239.78840457046127,272,216
HLT,2019,Mar,Temp,13.08349555649598,15.4,10.7
HLT,2019,Mar,Turb,6.819382141345747,14.8,3.1
HLT,2019,Apr,Chl.a,3.3247665505226482,111.64,0.41
HLT,2019,Apr,SpCond,227.87395833333332,251,210
HLT,2019,Apr,Temp,17.358368055555555,20.8,14.9
HLT,2019,Apr,Turb,3.3187217783952763,13.3,1.8
HLT,2019,May,Chl.a,1.3857094821788836,10.68,0.34
HLT,2019,May,SpCond,211.0147899159664,259,156
HLT,2019,May,Temp,19.276806722689077,21.1,16.8
HLT,2019,May,Turb,3.2578009414929388,24.2,1.2
HLT,2019,Jun,Chl.a,1.332676399026764,33.51,0.31
HLT,2019,Jun,SpCond,125.0934352205627,168,100
HLT,2019,Jun,Temp,22.364848905870094,24.2,19.7
HLT,2019,Jun,Turb,3.469641988182134,24.1,2.15
HLT,2019,Jul,Chl.a,2.1903738632536207,30.2,0.97
HLT,2019,Jul,SpCond,128.92842741935485,157,116
HLT,2019,Jul,Temp,24.271370967741934,25.8,22.4
HLT,2019,Jul,Turb,3.066649865591398,19.52,1.68
HLT,2019,Aug,Chl.a,1.8149260752688172,23.16,0.92
HLT,2019,Aug,SpCond,162.466061827957,211,140
HLT,2019,Aug,Temp,24.88978494623656,26.3,23.5
HLT,2019,Aug,Turb,2.339663978494624,44.49,0.99
HLT,2019,Sep,Chl.a,2.1411080236193123,4.39,0.87
HLT,2019,Sep,SpCond,155.0559027777778,166,144
HLT,2019,Sep,Temp,22.581736111111113,25,19.9
HLT,2019,Sep,Turb,2.1771091035441277,17.22,1.02
HLT,2019,Oct,Chl.a,3.374776422764228,56.89,0
HLT,2019,Oct,SpCond,173.60531628532974,233,146
HLT,2019,Oct,Temp,17.87843203230148,19.9,15.1
HLT,2019,Oct,Turb,1.8179177897574124,19.55,0.74
HLT,2019,Nov,Chl.a,4.334601205246367,65.8,2.18
HLT,2019,Nov,SpCond,204.60555555555555,254,172
HLT,2019,Nov,Temp,14.446180555555555,15.6,10.8
HLT,2019,Nov,Turb,1.8648505906879778,30.87,0.91
HLT,2019,Dec,Chl.a,1.7865475387727578,46.15,1.21
HLT,2019,Dec,SpCond,270.0255376344086,339,179
HLT,2019,Dec,Temp,11.028998655913979,12.2,9.7
HLT,2019,Dec,Turb,4.395137768817205,12.35,2.4
HLT,2020,Jan,Chl.a,2.594590053763441,4.23,1.74
HLT,2020,Jan,SpCond,321.8020833333333,398,292
HLT,2020,Jan,Temp,9.790322580645162,11.3,8.9
HLT,2020,Jan,Turb,3.3134744623655914,7.3,2.37
HLT,2020,Feb,Chl.a,4.307708194536976,28.68,2.84
HLT,2020,Feb,SpCond,329.17133620689657,407,276
HLT,2020,Feb,Temp,11.656788793103448,14.7,10
HLT,2020,Feb,Turb,3.447305066475027,47.61,1.91
HLT,2020,Mar,Chl.a,2.08281202435312,20.77,0.8
HLT,2020,Mar,SpCond,347.5342741935484,459,264
HLT,2020,Mar,Temp,14.510719086021505,15.9,13.3
HLT,2020,Mar,Turb,2.2731881121242825,19,0
HLT,2020,Apr,Chl.a,1.9327261904761905,30.47,0.71
HLT,2020,Apr,SpCond,303.5964285714286,419,256
HLT,2020,Apr,Temp,15.96595238095238,18.2,14.3
HLT,2020,Apr,Turb,2.049344848123883,12.03,1.05
HLT,2020,May,Chl.a,2.5663991507431,12.81,1.28
HLT,2020,May,SpCond,309.1732484076433,381,271
HLT,2020,May,Temp,21.543736730360934,24.6,20.2
HLT,2020,May,Turb,1.9787940552016985,9.23,1.19
HLT,2020,Jun,Chl.a,1.399923611111111,2.7,0.71
HLT,2020,Jun,SpCond,260.2326388888889,338,213
HLT,2020,Jun,Temp,23.476041666666667,25.5,21.9
HLT,2020,Jun,Turb,2.432284722222222,14.08,1.19
HLT,2020,Jul,Chl.a,1.8447883064516128,32.24,0.82
HLT,2020,Jul,SpCond,202.43850806451613,243,175
HLT,2020,Jul,Temp,24.3158938172043,26.4,22.7
HLT,2020,Jul,Turb,2.5449495967741935,12.61,0.8
HLT,2020,Aug,Chl.a,3.709596367305752,39.98,0.34
HLT,2020,Aug,SpCond,265.2654569892473,383,227
HLT,2020,Aug,Temp,24.825302419354838,26.8,23.2
HLT,2020,Aug,Turb,3.7884571428571427,14.89,1.11
HLT,2020,Sep,Chl.a,1.1861909722222221,18.73,0.33
HLT,2020,Sep,SpCond,379.56666666666666,432,327
HLT,2020,Sep,Temp,22.583333333333332,24.4,21.8
HLT,2020,Sep,Turb,4.146940700808625,105.23,1.18
HLT,2020,Oct,Chl.a,2.917303295225286,27.34,0.6
HLT,2020,Oct,SpCond,342.30645161290323,423,304
HLT,2020,Oct,Temp,20.576276881720432,23,16.9
HLT,2020,Oct,Turb,12.977234543010752,126.96,0.75
HLT,2020,Nov,Chl.a,2.567972222222222,4.52,1.4
HLT,2020,Nov,SpCond,429.60069444444446,461,395
HLT,2020,Nov,Temp,14.291736111111112,17.5,11.6
HLT,2020,Nov,Turb,0.7266099340048628,14.52,0.03
HLT,2020,Dec,Chl.a,2.193340053763441,3.05,1.51
HLT,2020,Dec,SpCond,464.59711021505376,544,402
HLT,2020,Dec,Temp,10.440020161290322,11.9,9.3
HLT,2020,Dec,Turb,1.2515208613728128,15.14,0.01
HLT,2021,Jan,Chl.a,3.4415927419354837,11.7,1.92
HLT,2021,Jan,SpCond,531.2459677419355,635,474
HLT,2021,Jan,Temp,9.697278225806452,10.7,8.8
HLT,2021,Jan,Turb,2.904028897849462,39.11,1.33
HLT,2021,Feb,Chl.a,3.92749434815373,45.09,1.77
HLT,2021,Feb,SpCond,514.2619047619048,665,389
HLT,2021,Feb,Temp,11.274144345238096,12.6,9.5
HLT,2021,Feb,Turb,3.387611607142857,29.5,2.02
HLT,2021,Mar,Chl.a,5.639154688569473,92.09,1.57
HLT,2021,Mar,SpCond,442.3256048387097,511,397
HLT,2021,Mar,Temp,13.277520161290322,15.8,11.9
HLT,2021,Mar,Turb,3.6625521885521883,32.79,1.47
HLT,2021,Apr,Chl.a,3.749423611111111,6.44,0.95
HLT,2021,Apr,SpCond,420.45625,490,372
HLT,2021,Apr,Temp,17.66371527777778,19.9,15.2
HLT,2021,Apr,Turb,2.067739916550765,15.89,0.97
HLT,2021,May,Chl.a,4.506421832884097,53.2,0.68
HLT,2021,May,SpCond,414.73891129032256,484,353
HLT,2021,May,Temp,20.519388440860215,23.6,19
HLT,2021,May,Turb,3.421620712844654,15.98,1.34
HLT,2021,Jun,Chl.a,2.6244375,6.82,1.4
HLT,2021,Jun,SpCond,515.8993055555555,609,435
HLT,2021,Jun,Temp,23.200972222222223,25.6,21.1
HLT,2021,Jun,Turb,3.1284468380820014,42.66,1.46
HLT,2021,Jul,Chl.a,2.2006659939455098,30.65,0.76
HLT,2021,Jul,SpCond,561.3511424731183,609,503
HLT,2021,Jul,Temp,25.090524193548386,26.2,23.8
HLT,2021,Jul,Turb,3.465852100840336,48.59,1.22
HLT,2021,Aug,Chl.a,2.384260752688172,14.21,1.34
HLT,2021,Aug,SpCond,474.90994623655916,544,406
HLT,2021,Aug,Temp,23.935987903225808,25.6,22.3
HLT,2021,Aug,Turb,3.399963000336361,30.48,1.54
HLT,2021,Sep,Chl.a,2.4938693990969085,27.42,1.48
HLT,2021,Sep,SpCond,456.9329861111111,555,405
HLT,2021,Sep,Temp,22.882430555555555,24.8,20.5
HLT,2021,Sep,Turb,3.137294364718236,25.06,1.68
HLT,2021,Oct,Chl.a,2.3706586021505376,24.08,1.54
HLT,2021,Oct,SpCond,598.0342741935484,658,428
HLT,2021,Oct,Temp,18.322715053763442,21.5,16.4
HLT,2021,Oct,Turb,2.5122308209959625,23.88,1.08
HLT,2021,Nov,Chl.a,2.7747459986082115,28.82,1.86
HLT,2021,Nov,SpCond,414.9791666666667,480,386
HLT,2021,Nov,Temp,15.317430555555555,17.1,13.6
HLT,2021,Nov,Turb,3.921763888888889,44.53,1.99
HLT,2021,Dec,Chl.a,3.440937062937063,30.68,2.75
HLT,2021,Dec,SpCond,439.81564245810057,496,422
HLT,2021,Dec,Temp,13.312709497206704,13.8,12.7
HLT,2021,Dec,Turb,3.3431983240223464,5.2,2.29
HOL,2015,Jan,DO.Conc,9.140611559139785,10.57,8.56
HOL,2015,Jan,SpCond,378.87399193548384,545,335
HOL,2015,Jan,Temp,9.368212365591399,11.3,7.4
HOL,2015,Jan,Turb,16.57953629032258,106.8,7
HOL,2015,Feb,DO.Conc,8.835446428571428,9.6,7.88
HOL,2015,Feb,SpCond,484.3999255952381,652,368
HOL,2015,Feb,Temp,13.036681547619047,14.9,10.8
HOL,2015,Feb,Turb,12.676078869047618,111.5,4.3
HOL,2015,Mar,DO.Conc,9.549519489247311,13.7,8.33
HOL,2015,Mar,SpCond,421.78024193548384,510,368
HOL,2015,Mar,Temp,16.641297043010752,19.4,13.3
HOL,2015,Mar,Turb,7.854613575268817,18.72,2.98
HOL,2015,Apr,DO.Conc,9.303871527777778,14.29,5.56
HOL,2015,Apr,SpCond,580.6680555555556,853,463
HOL,2015,Apr,Temp,17.782569444444444,21.1,15.5
HOL,2015,Apr,Turb,13.720208550573513,83.79,2.61
HOL,2015,May,DO.Conc,7.443081317204301,9.04,5.26
HOL,2015,May,SpCond,951.7261424731183,1180,719
HOL,2015,May,Temp,20.33635752688172,22.4,18.5
HOL,2015,May,Turb,6.878770161290323,29.65,3.25
HOL,2015,Jun,DO.Conc,7.184607638888889,8.41,5.75
HOL,2015,Jun,SpCond,816.5927083333333,999,690
HOL,2015,Jun,Temp,23.52888888888889,25.4,20.2
HOL,2015,Jun,Turb,4.793246527777778,18.9,0.2
HOL,2015,Jul,DO.Conc,7.558328100470957,9.23,6.26
HOL,2015,Jul,SpCond,794.8702779757663,1090,683
HOL,2015,Jul,Temp,24.56432644333571,26.4,22.3
HOL,2015,Jul,Turb,3.589498122226016,36.86,-0.1
HOL,2015,Aug,DO.Conc,7.708897478991597,9.17,6.21
HOL,2015,Aug,SpCond,732.5952941176471,965,591
HOL,2015,Aug,Temp,23.96927731092437,25.9,22.6
HOL,2015,Aug,Turb,3.485394957983193,35.92,1.7
HOL,2015,Sep,DO.Conc,7.594725694444445,8.94,6.27
HOL,2015,Sep,SpCond,715.1298611111112,953,587
HOL,2015,Sep,Temp,23.003958333333333,24.7,20.9
HOL,2015,Sep,Turb,3.2490625,19.75,1.61
HOL,2015,Oct,DO.Conc,7.926696908602151,9.81,5.68
HOL,2015,Oct,SpCond,852.8051075268817,1080,673
HOL,2015,Oct,Temp,20.70655241935484,22.6,18.4
HOL,2015,Oct,Turb,1.9324361559139784,32.47,-0.2
HOL,2015,Nov,DO.Conc,9.237559027777777,11.03,7.71
HOL,2015,Nov,SpCond,946.9135416666667,1550,780
HOL,2015,Nov,Temp,13.958229166666667,18.9,9.7
HOL,2015,Nov,Turb,3.654232638888889,59.88,0.76
HOL,2015,Dec,DO.Conc,10.370850134408602,10.99,9.29
HOL,2015,Dec,SpCond,1036.0084005376343,1340,751
HOL,2015,Dec,Temp,9.582224462365591,11.5,7.5
HOL,2015,Dec,Turb,8.581680107526882,53.8,1.44
HOL,2016,Jan,DO.Conc,9.799976478494624,10.66,8.77
HOL,2016,Jan,SpCond,666.104502688172,880,407
HOL,2016,Jan,Temp,9.664280913978494,11.8,7.1
HOL,2016,Jan,Turb,10.129926075268818,30.86,5.32
HOL,2016,Feb,DO.Conc,9.008692528735633,10.33,8.11
HOL,2016,Feb,SpCond,327.64547413793105,447,287
HOL,2016,Feb,Temp,12.74960488505747,15.7,9.4
HOL,2016,Feb,Turb,17.19594827586207,219.73,5.3
HOL,2016,Mar,DO.Conc,8.772772177419355,9.51,7.94
HOL,2016,Mar,SpCond,259.44825268817203,323,198
HOL,2016,Mar,Temp,15.324025537634409,17.4,13.5
HOL,2016,Mar,Turb,8.219996639784947,26.49,4.7
HOL,2016,Apr,DO.Conc,8.732291666666667,9.6,7.57
HOL,2016,Apr,SpCond,222.70590277777777,260,197
HOL,2016,Apr,Temp,18.165347222222223,20.8,15.9
HOL,2016,Apr,Turb,8.242963863794301,45.55,4.13
HOL,2016,May,DO.Conc,8.627953629032259,12.56,6.42
HOL,2016,May,SpCond,255.88642473118279,281,228
HOL,2016,May,Temp,20.082560483870967,23.1,17.7
HOL,2016,May,Turb,10.975798319327732,52.54,4.36
HOL,2016,Jun,DO.Conc,8.012104166666667,9.13,6.11
HOL,2016,Jun,SpCond,257.25625,332,221
HOL,2016,Jun,Temp,23.086111111111112,25.6,20.3
HOL,2016,Jun,Turb,6.608303788668752,24.36,2.72
HOL,2016,Jul,DO.Conc,8.293424059139785,9.43,6.88
HOL,2016,Jul,SpCond,402.87029569892474,536,297
HOL,2016,Jul,Temp,24.12997311827957,25.7,22
HOL,2016,Jul,Turb,4.67403561827957,30.65,1.76
HOL,2016,Aug,DO.Conc,9.01438508064516,10.55,7.6
HOL,2016,Aug,SpCond,501.87399193548384,714,390
HOL,2016,Aug,Temp,22.672647849462365,24.4,20.5
HOL,2016,Aug,Turb,3.0451529411764704,14.55,1.34
HOL,2016,Sep,DO.Conc,9.6466875,11.83,7.92
HOL,2016,Sep,SpCond,837.0829861111112,1040,586
HOL,2016,Sep,Temp,21.689305555555556,23.1,20
HOL,2016,Sep,Turb,2.4371855455177207,16.94,1.15
HOL,2016,Oct,DO.Conc,9.084096102150538,11.48,7.2
HOL,2016,Oct,SpCond,863.1542338709677,1110,640
HOL,2016,Oct,Temp,18.50383064516129,21.1,17.6
HOL,2016,Oct,Turb,1.0174563172043012,12.66,0.01
HOL,2016,Nov,DO.Conc,8.918350694444445,10.21,7.43
HOL,2016,Nov,SpCond,898.9774305555555,1310,644
HOL,2016,Nov,Temp,16.013020833333332,18.2,12.1
HOL,2016,Nov,Turb,0.9435694444444445,8.53,-1.33
HOL,2016,Dec,DO.Conc,9.925725806451613,10.51,9.21
HOL,2016,Dec,SpCond,761.577620967742,1210,247
HOL,2016,Dec,Temp,9.945967741935483,12.3,7.9
HOL,2016,Dec,Turb,8.175836693548387,36.51,1.11
HOL,2017,Jan,DO.Conc,9.683250420168067,11.02,8.21
HOL,2017,Jan,SpCond,246.5472268907563,320,191
HOL,2017,Jan,Temp,9.40870588235294,10.3,7.8
HOL,2017,Jan,Turb,16.008685714285715,47.04,9.22
HOL,2017,Feb,DO.Conc,8.578965773809523,9.76,7.09
HOL,2017,Feb,SpCond,258.81026785714283,403,199
HOL,2017,Feb,Temp,11.894196428571428,13.3,9.8
HOL,2017,Feb,Turb,15.906097470238095,56.11,7.39
HOL,2017,Mar,DO.Conc,9.016367607526881,9.64,8.1
HOL,2017,Mar,SpCond,204.3494623655914,270,157
HOL,2017,Mar,Temp,14.309610215053764,16.6,11.7
HOL,2017,Mar,Turb,11.964425403225807,58.49,5.51
HOL,2017,Apr,DO.Conc,9.048065972222222,9.57,8.62
HOL,2017,Apr,SpCond,166.90451388888889,219,137
HOL,2017,Apr,Temp,15.762395833333333,18,14.4
HOL,2017,Apr,Turb,7.9342271622091,53.97,3.91
HOL,2017,May,DO.Conc,8.29209677419355,9.14,7.28
HOL,2017,May,SpCond,144.1945564516129,179,128
HOL,2017,May,Temp,19.865120967741934,21.9,17.2
HOL,2017,May,Turb,8.960584677419355,36.73,3.99
HOL,2017,Jun,DO.Conc,8.515878472222223,9.92,7.11
HOL,2017,Jun,SpCond,132.28125,179,119
HOL,2017,Jun,Temp,22.999548611111113,26.9,19.6
HOL,2017,Jun,Turb,4.887409722222222,24.24,2.16
HOL,2017,Jul,DO.Conc,8.30965053763441,9.59,7.09
HOL,2017,Jul,SpCond,124.66196236559139,156,113
HOL,2017,Jul,Temp,24.883131720430107,26.8,22.9
HOL,2017,Jul,Turb,4.474647177419355,14.33,1.71
HOL,2017,Aug,DO.Conc,8.555003360215053,10.04,7.19
HOL,2017,Aug,SpCond,189.78024193548387,236,141
HOL,2017,Aug,Temp,24.08296370967742,25.6,21.6
HOL,2017,Aug,Turb,3.232046370967742,7.19,1.14
HOL,2017,Sep,DO.Conc,8.951322916666667,11.17,7.33
HOL,2017,Sep,SpCond,173.84340277777778,215,155
